municipality,entity_type,municipal_rate,county_rate,local_ed_rate,state_ed_rate,total_rate,equalization_ratio_pct,equalized_rate_status,equalized_rate_estimate,equalized_rate_estimate_rigorous,estimate_method,net_assessed_valuation,net_tax_commitment,equalized_valuation,source_rates,source_ratio,source_county,retrieved,vintage
Lempster,town,3.11,2.18,9.38,0.96,15.63,104.43,ESTIMATE (DRA 2025 official not yet published),16.32,16.19,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",254707651,3949619,243902759,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Lincoln,town,6.63,1.53,2.84,1.66,12.66,63.91,ESTIMATE (DRA 2025 official not yet published),8.09,8.06,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1372204624,17306467,2147089069,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Lisbon,town,7.44,1.06,11.71,1.09,21.3,91.51,ESTIMATE (DRA 2025 official not yet published),19.49,19.32,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",230761257,4871513,252170535,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Litchfield,town,2.62,0.88,9.73,0.97,14.2,99.1,ESTIMATE (DRA 2025 official not yet published),14.07,13.88,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1985031752,27792941,2003059286,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Littleton,town,3.37,1.19,8.53,1.01,14.1,96.14,ESTIMATE (DRA 2025 official not yet published),13.56,13.38,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1334807572,18575689,1388399804,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Livermore,unincorporated,-1.01,1.01,0,1.12,1.12,100,ESTIMATE (DRA 2025 official not yet published),1.12,1.12,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",189600,212,189600,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Londonderry,town,3.53,0.58,9.28,1.08,14.47,95.18,ESTIMATE (DRA 2025 official not yet published),13.77,13.47,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",7378464327,104455196,7752116334,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Loudon,town,4.46,2.67,14.06,1.56,22.75,60.08,ESTIMATE (DRA 2025 official not yet published),13.67,13.34,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",730216264,16211825,1215406565,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Low & Burbank's Grant,unincorporated,0,0,0,0,0,77.4,ESTIMATE (DRA 2025 official not yet published),0.0,,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",0,0,,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Lyman,town,3.81,1.2,7.9,1.14,14.05,89.58,ESTIMATE (DRA 2025 official not yet published),12.59,12.37,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",125273963,1730551,139845906,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Lyme,town,6.41,1.49,18.6,1.69,28.19,68.76,ESTIMATE (DRA 2025 official not yet published),19.38,19.31,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",416844800,11708560,606231530,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Lyndeborough,town,5.43,1.03,9.46,1.05,16.97,95.49,ESTIMATE (DRA 2025 official not yet published),16.2,15.98,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",350678633,5868779,367241212,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Madbury,town,3.64,1.54,11.77,0.99,17.94,99.78,ESTIMATE (DRA 2025 official not yet published),17.9,17.73,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",524225891,9312953,525381731,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Madison,town,2.39,0.72,4.89,0.98,8.98,100.7,ESTIMATE (DRA 2025 official not yet published),9.04,8.95,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1185340000,10532098,1177100298,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Manchester,city,10.04,1.36,7.33,1.51,20.24,64.66,ESTIMATE (DRA 2025 official not yet published),13.09,12.99,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",13358909303,268469989,20660237091,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Marlborough,town,6.53,3.35,19.89,1.47,31.24,58.96,ESTIMATE (DRA 2025 official not yet published),18.42,18.29,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",224728489,6969426,381154154,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Marlow,town,5.74,1.94,10.13,1.06,18.87,100.26,ESTIMATE (DRA 2025 official not yet published),18.92,18.62,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",131298640,2438788,130958149,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Martin's Location,unincorporated,17.4,6.66,0,0,24.06,77.4,ESTIMATE (DRA 2025 official not yet published),18.62,18.76,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",415900,10081,537339,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Mason,town,9.07,1.51,12.89,1.58,25.05,59.03,ESTIMATE (DRA 2025 official not yet published),14.79,14.67,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",221212295,5497595,374745545,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Meredith,town,3.44,1.03,4.95,1.2,10.62,76.73,ESTIMATE (DRA 2025 official not yet published),8.15,8.08,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",3941626417,41522757,5137008233,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Merrimack,town,4.38,1.33,14.96,1.44,22.11,66.95,ESTIMATE (DRA 2025 official not yet published),14.8,14.65,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",5010789233,109660781,7484375255,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Middleton,town,3.84,1.86,8.98,1.11,15.79,85.11,ESTIMATE (DRA 2025 official not yet published),13.44,13.31,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",370908480,5799907,435798943,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Milan,town,2,2.43,9.28,0.95,14.66,99.31,ESTIMATE (DRA 2025 official not yet published),14.56,14.44,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",268001395,3897623,269863453,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Milford,town,6.06,1.38,16.98,1.51,25.93,62.75,ESTIMATE (DRA 2025 official not yet published),16.27,16.18,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",2087131918,53810824,3326106642,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Millsfield,unincorporated,-9.2,4,5.2,1,1,77.4,ESTIMATE (DRA 2025 official not yet published),0.77,0.77,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",13407462,13261,17322302,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Milton,town,5,1.68,7.08,1,14.76,91.23,ESTIMATE (DRA 2025 official not yet published),13.47,13.18,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",955157505,13796747,1046977425,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Monroe,town,-3.34,2.15,13.62,1.08,13.51,84.3,ESTIMATE (DRA 2025 official not yet published),11.39,10.75,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",335087613,4271860,397494203,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Mont Vernon,town,5.77,0.95,13.22,1.1,21.04,89.78,ESTIMATE (DRA 2025 official not yet published),18.89,18.8,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",561776151,11760800,625725274,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Moultonborough,town,1.68,0.75,1.85,1.05,5.33,89.75,ESTIMATE (DRA 2025 official not yet published),4.78,4.75,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",6873953988,36349594,7659001658,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Nashua,city,7.19,1.01,7.48,1.15,16.83,89.03,ESTIMATE (DRA 2025 official not yet published),14.98,14.74,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",16670963720,276035369,18725108076,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Nelson,town,5.88,2.83,7.89,1.19,17.79,66.37,ESTIMATE (DRA 2025 official not yet published),11.81,11.74,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",168299413,2976957,253577540,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
New Boston,town,6.17,1.28,14.83,1.39,23.67,67.85,ESTIMATE (DRA 2025 official not yet published),16.06,15.91,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",966218984,22657714,1424051561,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
New Castle,town,3.22,0.82,0.16,1.53,5.73,63.92,ESTIMATE (DRA 2025 official not yet published),3.66,3.65,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1092497224,6235505,1709163367,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
New Durham,town,3.95,1.79,7.48,0.92,14.14,90.24,ESTIMATE (DRA 2025 official not yet published),12.76,12.61,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",978077997,13672555,1083863029,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
New Hampton,town,4.83,0.99,6.97,1.17,13.96,81.42,ESTIMATE (DRA 2025 official not yet published),11.37,11.15,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",594206878,8140677,729804566,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
New Ipswich,town,2.65,0.95,12.39,1.04,17.03,90.64,ESTIMATE (DRA 2025 official not yet published),15.44,15.13,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",886241108,14796420,977759387,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
New London,town,3.71,1.98,5.03,1.14,11.86,79.71,ESTIMATE (DRA 2025 official not yet published),9.45,9.39,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",2087285871,24589557,2618599763,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Newbury,town,3.14,1.58,4.51,1.25,10.48,89.31,ESTIMATE (DRA 2025 official not yet published),9.36,9.28,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1688836776,17553690,1890982842,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Newfields,town,2.8,0.63,12.42,1.1,16.95,88.69,ESTIMATE (DRA 2025 official not yet published),15.03,14.95,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",459832941,7749171,518472140,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Newington,town,5.07,0.56,1.18,1.07,7.88,90.27,ESTIMATE (DRA 2025 official not yet published),7.11,6.78,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1293822393,9710678,1433280595,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Newmarket,town,4.87,0.59,12.85,1.11,19.42,87.64,ESTIMATE (DRA 2025 official not yet published),17.02,16.88,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1725850442,33249977,1969249706,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Newport,town,7.97,2.27,13.61,1.24,25.09,81.98,ESTIMATE (DRA 2025 official not yet published),20.57,20.44,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",749424164,18684462,914154872,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Newton,town,2.91,0.57,12.22,1.07,16.77,95.07,ESTIMATE (DRA 2025 official not yet published),15.94,15.79,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1040444419,17283244,1094398253,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
North Hampton,town,4.58,0.68,6.97,1.22,13.45,70.89,ESTIMATE (DRA 2025 official not yet published),9.53,9.44,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1800555700,23976905,2539929045,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Northfield,town,3.37,1.87,8.28,1.27,14.79,79.2,ESTIMATE (DRA 2025 official not yet published),11.71,11.11,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",628584358,8821095,793667119,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Northumberland,town,10.04,3.61,12.4,1.28,27.33,68.25,ESTIMATE (DRA 2025 official not yet published),18.65,18.25,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",227670903,6086828,333583741,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Northwood,town,2.01,0.52,8.46,0.92,11.91,98.1,ESTIMATE (DRA 2025 official not yet published),11.68,11.59,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1289637222,15237191,1314614905,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
